Turn	Civ1	Civ2	Value
371	Morocco	Songhai	friend
371	Germany	Inca	enemy
371	Morocco	Germany	enemy
372	Songhai	Korea	enemy
372	Korea	Germany	archnemesis
373	Germany	Inca	enemy
373	Songhai	Morocco	friend
374	Songhai	Inca	favorable
374	Songhai	Germany	enemy
374	Germany	Songhai	archnemesis
375	Korea	Inca	archnemesis
376	Korea	Germany	archnemesis
376	Inca	Songhai	favorable
377	Inca	Korea	archnemesis
377	Korea	Germany	archnemesis
377	Germany	Inca	archnemesis
378	Morocco	Germany	enemy
378	Korea	Morocco	archnemesis
379	Songhai	Korea	enemy
379	Korea	Songhai	enemy
379	Morocco	Korea	archnemesis
380	Morocco	Inca	friend
380	Morocco	Korea	archnemesis
380	Morocco	Songhai	favorable
381	Morocco	Songhai	favorable
381	Korea	Germany	archnemesis
382	Germany	Inca	archnemesis
382	Korea	Morocco	archnemesis
383	Morocco	Korea	archnemesis
383	Songhai	Inca	favorable
383	Songhai	Germany	archnemesis
384	Inca	Songhai	favorable
385	Inca	Korea	archnemesis
385	Korea	Inca	archnemesis
386	Songhai	Korea	enemy
386	Inca	Korea	archnemesis
386	Korea	Songhai	enemy
386	Germany	Inca	archnemesis
389	Korea	Morocco	archnemesis
389	Germany	Inca	archnemesis
390	Songhai	Morocco	neutral
390	Germany	Inca	archnemesis
392	Songhai	Inca	neutral
392	Germany	Korea	archnemesis
392	Songhai	Inca	favorable
392	Inca	Germany	archnemesis
392	Morocco	Germany	enemy
393	Germany	Morocco	enemy
393	Inca	Morocco	friend
393	Germany	Songhai	archnemesis
393	Korea	Songhai	enemy
394	Inca	Korea	archnemesis
396	Germany	Morocco	enemy
396	Korea	Inca	archnemesis
398	Songhai	Morocco	neutral
398	Songhai	Morocco	neutral
398	Germany	Morocco	enemy
398	Germany	Inca	archnemesis
399	Morocco	Songhai	friend
399	Morocco	Germany	enemy
399	Inca	Songhai	neutral
399	Germany	Korea	archnemesis
399	Korea	Germany	archnemesis
400	Songhai	Korea	enemy
400	Inca	Songhai	favorable
400	Korea	Songhai	enemy
400	Germany	Morocco	enemy
401	Songhai	Inca	neutral
401	Songhai	Morocco	neutral
402	Inca	Germany	archnemesis
402	Songhai	Germany	archnemesis
402	Morocco	Inca	friend
404	Inca	Morocco	friend
404	Korea	Morocco	archnemesis
405	Inca	Korea	archnemesis
405	Germany	Morocco	enemy
406	Germany	Songhai	archnemesis
406	Inca	Morocco	friend
406	Morocco	Songhai	favorable
407	Morocco	Korea	archnemesis
407	Germany	Inca	archnemesis
407	Korea	Songhai	enemy
408	Korea	Germany	archnemesis
409	Morocco	Songhai	friend
409	Inca	Germany	archnemesis
409	Morocco	Germany	archnemesis
410	Songhai	Inca	neutral
410	Songhai	Germany	archnemesis
410	Inca	Germany	archnemesis
410	Korea	Inca	archnemesis
410	Germany	Korea	archnemesis
412	Inca	Germany	archnemesis
413	Inca	Germany	archnemesis
413	Morocco	Inca	friend
414	Songhai	Korea	enemy
414	Morocco	Germany	archnemesis
414	Songhai	Germany	archnemesis
414	Korea	Songhai	archnemesis
414	Inca	Songhai	favorable
415	Songhai	Morocco	neutral
416	Morocco	Songhai	friend
416	Inca	Songhai	favorable
417	Morocco	Korea	archnemesis
417	Korea	Germany	archnemesis
419	Songhai	Inca	neutral
419	Songhai	Germany	archnemesis
421	Morocco	Germany	archnemesis
421	Korea	Songhai	archnemesis
422	Germany	Songhai	archnemesis
423	Songhai	Morocco	favorable
423	Inca	Germany	archnemesis
424	Morocco	Inca	friend
424	Germany	Inca	archnemesis
426	Morocco	Inca	friend
426	Morocco	Korea	archnemesis
426	Korea	Morocco	archnemesis
426	Germany	Inca	archnemesis
426	Inca	Morocco	friend
427	Germany	Morocco	archnemesis
427	Songhai	Inca	neutral
427	Korea	Inca	archnemesis
428	Songhai	Inca	neutral
428	Songhai	Germany	archnemesis
428	Korea	Songhai	archnemesis
430	Germany	Songhai	archnemesis
430	Morocco	Germany	archnemesis
430	Inca	Korea	archnemesis
430	Germany	Morocco	archnemesis
430	Inca	Songhai	favorable
431	Germany	Morocco	archnemesis
432	Inca	Songhai	favorable
432	Korea	Morocco	archnemesis
433	Inca	Korea	archnemesis
433	Morocco	Korea	archnemesis
433	Korea	Inca	archnemesis
433	Germany	Inca	archnemesis
433	Songhai	Morocco	neutral
434	Inca	Germany	archnemesis
434	Songhai	Germany	archnemesis
435	Germany	Korea	archnemesis
435	Songhai	Korea	archnemesis
435	Morocco	Inca	friend
435	Korea	Germany	archnemesis
435	Korea	Inca	archnemesis
435	Korea	Songhai	archnemesis
435	Songhai	Morocco	neutral
436	Inca	Korea	archnemesis
436	Morocco	Germany	archnemesis
437	Songhai	Inca	competitor
437	Songhai	Germany	archnemesis
438	Germany	Songhai	archnemesis
438	Germany	Morocco	archnemesis
440	Inca	Songhai	favorable
442	Songhai	Korea	archnemesis
442	Germany	Morocco	archnemesis
442	Korea	Songhai	archnemesis
443	Morocco	Germany	archnemesis
443	Germany	Korea	archnemesis
444	Inca	Germany	archnemesis
444	Inca	Korea	archnemesis
444	Korea	Germany	archnemesis
445	Inca	Songhai	favorable
445	Songhai	Morocco	friend
445	Songhai	Korea	archnemesis
445	Germany	Korea	archnemesis
445	Inca	Germany	archnemesis
446	Songhai	Inca	enemy
446	Songhai	Germany	archnemesis
446	Morocco	Inca	friend
446	Germany	Songhai	archnemesis
447	Songhai	Morocco	favorable
448	Inca	Songhai	favorable
448	Inca	Morocco	favorable
448	Korea	Inca	archnemesis
449	Germany	Morocco	enemy
449	Korea	Inca	archnemesis
450	Morocco	Germany	enemy
450	Germany	Inca	archnemesis
450	Morocco	Korea	archnemesis
452	Germany	Korea	archnemesis
452	Inca	Korea	archnemesis
454	Korea	Morocco	archnemesis
454	Germany	Songhai	archnemesis
454	Korea	Germany	archnemesis
455	Songhai	Germany	enemy
455	Inca	Germany	archnemesis
455	Germany	Korea	archnemesis
456	Germany	Morocco	archnemesis
456	Inca	Songhai	favorable
456	Songhai	Korea	archnemesis
457	Songhai	Inca	enemy
457	Morocco	Inca	favorable
458	Morocco	Inca	favorable
460	Korea	Morocco	archnemesis
462	Songhai	Germany	archnemesis
462	Morocco	Korea	archnemesis
462	Korea	Morocco	archnemesis
463	Songhai	Morocco	neutral
463	Morocco	Songhai	friend
463	Inca	Germany	archnemesis
463	Germany	Morocco	archnemesis
463	Songhai	Inca	neutral
463	Korea	Germany	archnemesis
463	Songhai	Inca	enemy
463	Korea	Inca	archnemesis
464	Songhai	Inca	enemy
464	Germany	Songhai	enemy
464	Inca	Songhai	neutral
464	Morocco	Germany	archnemesis
464	Korea	Germany	archnemesis
464	Songhai	Germany	enemy
464	Morocco	Korea	archnemesis
464	Inca	Korea	archnemesis
464	Germany	Korea	archnemesis
465	Inca	Germany	archnemesis
466	Germany	Inca	archnemesis
466	Korea	Inca	archnemesis
466	Korea	Songhai	archnemesis
466	Inca	Germany	archnemesis
466	Morocco	Inca	neutral
467	Korea	Germany	archnemesis
468	Songhai	Inca	enemy
469	Inca	Korea	archnemesis
470	Songhai	Korea	archnemesis
470	Germany	Morocco	archnemesis
470	Korea	Songhai	archnemesis
471	Songhai	Morocco	neutral
472	Inca	Songhai	neutral
472	Morocco	Korea	archnemesis
472	Germany	Songhai	archnemesis
473	Songhai	Inca	enemy
473	Morocco	Korea	archnemesis
473	Korea	Germany	archnemesis
473	Songhai	Germany	archnemesis
474	Songhai	Germany	archnemesis
474	Germany	Inca	archnemesis
474	Songhai	Inca	enemy
477	Songhai	Korea	archnemesis
477	Germany	Inca	archnemesis
477	Inca	Korea	archnemesis
477	Germany	Morocco	enemy
477	Inca	Korea	archnemesis
478	Korea	Germany	archnemesis
479	Morocco	Inca	favorable
479	Germany	Songhai	archnemesis
479	Korea	Inca	archnemesis
481	Inca	Morocco	neutral
481	Morocco	Songhai	friend
482	Morocco	Inca	favorable
482	Morocco	Korea	archnemesis
482	Germany	Inca	archnemesis
483	Songhai	Germany	archnemesis
483	Korea	Morocco	archnemesis
483	Germany	Inca	archnemesis
484	Inca	Morocco	neutral
484	Korea	Songhai	archnemesis
485	Morocco	Germany	archnemesis
487	Songhai	Morocco	neutral
487	Germany	Songhai	archnemesis
488	Inca	Songhai	neutral
489	Korea	Inca	archnemesis
491	Inca	Songhai	enemy
491	Germany	Korea	archnemesis
491	Germany	Inca	archnemesis
491	Morocco	Korea	archnemesis
491	Germany	Inca	archnemesis
491	Germany	Korea	archnemesis
492	Songhai	Germany	archnemesis
492	Morocco	Germany	archnemesis
493	Inca	Korea	archnemesis
494	Korea	Morocco	archnemesis
494	Songhai	Inca	competitor
495	Songhai	Morocco	neutral
495	Germany	Songhai	archnemesis
496	Morocco	Korea	archnemesis
497	Inca	Germany	archnemesis
498	Korea	Songhai	archnemesis
498	Korea	Songhai	archnemesis
499	Germany	Inca	archnemesis
499	Songhai	Inca	competitor
500	Songhai	Inca	competitor
